AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount,TransactionAmount_log,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos
96,1,5,588,180,15,2,1,0.07454385545754227,-0.08067656678575921,-0.2067936485059295,-0.296811206920392,215.13,5.375880078495827,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
239,1,6,76,153,38,0,2,0.4680530582090954,0.04798707753509617,-0.2067936485059295,-1.045874203212236,149.4,5.0132984115157395,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
101,0,37,371,381,62,0,3,-1.218414953583275,-0.9670261165516518,-0.2067936485059295,-0.9014162478881054,477.54,6.1707398019655315,-0.9659258262890683,-0.25881904510252063,0.0,1.0
438,1,11,458,451,89,1,0,0.8615622609606484,0.7627851015398482,-0.2067936485059295,1.7228566946191435,1076.98,6.98284419842114,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
448,1,27,147,30,98,1,1,0.5804842589952534,-0.46666749974832533,-0.2067936485059295,0.5165208493482834,472.48,6.160109673085693,-0.9659258262890683,-0.25881904510252063,0.0,1.0
97,0,21,611,319,40,1,0,0.2431906566367793,0.30531436617680696,-0.2067936485059295,1.2116758832204007,226.37,5.426578646492048,-0.9659258262890683,-0.25881904510252063,0.0,1.0
493,1,31,184,348,1,1,3,-1.105983752797117,1.3775114021839352,-0.2067936485059295,0.23034071971794606,837.29,6.731364102668928,-0.8660254037844385,-0.5000000000000004,0.0,1.0
488,1,30,189,150,21,0,3,-1.274630553976354,0.30531436617680696,-0.2067936485059295,-1.0253417436137973,8.45,2.2460147415056513,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
280,1,16,273,442,50,1,2,1.0864246625329645,-0.9527301560715568,-0.2067936485059295,0.4476417291369375,768.94,6.646312589733725,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
301,1,30,190,428,14,2,2,0.5804842589952534,-1.5388645357554536,-0.2067936485059295,0.07706519089743294,99.11,4.606269581431392,-0.8660254037844385,-0.5000000000000004,0.0,1.0
163,1,42,361,27,18,1,3,-1.330846154369433,-1.3101291680739329,-0.2067936485059295,-1.071344914207602,33.03,3.5272424885128144,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
332,1,6,430,483,52,0,3,-0.9935525520109589,2.078013465708592,-0.2067936485059295,-0.8063305505594215,170.26,5.1431828695980455,-0.8660254037844385,-0.5000000000000004,0.0,1.0
196,1,34,223,211,21,2,0,1.1426402629260435,-1.3816089704744081,-0.2067936485059295,1.701096082155114,561.58,6.332533346188176,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
218,1,14,211,192,24,1,2,1.3675026644983594,1.9064619399474516,-0.2067936485059295,-0.2737634697412754,345.22,5.847074411148584,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
455,0,4,392,576,25,2,2,0.9177778613537274,1.5776548489052657,3.1124756489183207,0.7168918099750057,484.3,6.18476725641117,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
409,0,25,445,569,96,2,2,1.7610118672499127,-1.1814655237530776,-0.2067936485059295,-0.5230169656132818,485.51,6.187257456399393,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
249,0,1,235,483,12,1,1,-0.9373369516178799,-1.5102726147952634,-0.2067936485059295,-0.04018622986138383,275.65,5.622753169344119,-0.8660254037844385,-0.5000000000000004,0.0,1.0
429,1,0,407,395,26,2,3,-1.162199353190196,-1.5245685752753584,-0.2067936485059295,-1.0732807292671451,41.49,3.7492687541267204,-0.8660254037844385,-0.5000000000000004,0.0,1.0
208,1,9,587,357,13,2,1,0.7491310601744904,0.062283038015191215,-0.2067936485059295,-0.1875748297061208,242.03,5.493184892510509,-0.8660254037844385,-0.5000000000000004,0.0,1.0
126,1,6,310,527,76,2,3,-1.443277355155591,-0.695402867429846,-0.2067936485059295,-1.0834674752692175,34.67,3.5743099993708003,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
64,1,2,575,324,6,1,2,0.6929154597814113,-1.1528736027928874,-0.2067936485059295,0.2529833459309595,126.83,4.8507012561799305,-0.8660254037844385,-0.5000000000000004,0.0,1.0
145,1,16,641,269,0,2,0,0.8053466605675694,-1.5102726147952634,-0.2067936485059295,1.003594994270438,67.15,4.221711158142542,-0.9659258262890683,-0.25881904510252063,0.0,1.0
357,1,42,262,442,84,2,0,-0.31896534729401077,-1.2243534051933627,-0.2067936485059295,0.2711646235299269,94.59,4.560068212075671,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
91,1,16,470,199,74,2,3,-1.387061754762512,0.8771527853806086,-0.2067936485059295,-1.0735012327043911,211.91,5.360869541205001,-0.8660254037844385,-0.5000000000000004,0.0,1.0
282,0,22,30,253,33,2,2,1.5923650660706756,0.5769376152986128,-0.2067936485059295,0.39626699225208273,47.23,3.8759812340808804,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
372,1,41,108,69,74,0,1,-0.31896534729401077,-0.7239947883900362,-0.2067936485059295,0.03886425239129675,577.12,6.359781459580641,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
210,1,9,657,287,98,0,0,0.9177778613537274,0.6055295362588028,-0.2067936485059295,1.5185089801416247,164.52,5.109092033437288,-0.8660254037844385,-0.5000000000000004,0.0,1.0
32,1,27,626,16,65,1,2,0.7491310601744904,-0.42377961830804023,-0.2067936485059295,0.7268221566314433,637.97,6.459857504918618,-0.9659258262890683,-0.25881904510252063,0.0,1.0
299,1,26,560,400,50,0,3,-0.9373369516178799,-1.5245685752753584,-0.2067936485059295,-0.9860177759737804,161.31,5.089508086916979,-0.8660254037844385,-0.5000000000000004,0.0,1.0
215,1,17,654,203,88,1,3,-1.387061754762512,-0.40948365782794516,-0.2067936485059295,-1.175191777176629,1074.95,6.980959271240553,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
70,1,4,135,320,95,1,3,-1.330846154369433,-1.4102008914345983,-0.2067936485059295,-0.9704440797199196,73.28,4.307841736484505,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
243,1,41,584,13,85,2,3,-0.9373369516178799,-1.2100574447132675,-0.2067936485059295,-1.0474305472402397,273.92,5.616480146253404,-0.9659258262890683,-0.25881904510252063,0.0,1.0
224,1,13,609,395,52,0,3,-1.218414953583275,0.3624982080971871,-0.2067936485059295,-1.0174472077617003,997.37,6.906123949086788,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
3,1,8,179,252,63,0,2,1.0864246625329645,0.1623547613758565,-0.2067936485059295,0.2670289020848367,547.87,6.307861619298144,-0.9659258262890683,-0.25881904510252063,0.0,1.0
351,1,10,320,426,45,1,1,-0.8811213512248008,-0.02349272486537904,-0.2067936485059295,0.10563064199461149,42.09,3.763290951627747,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
34,0,25,500,361,40,2,2,1.4799338652845175,-0.06638060630566417,-0.2067936485059295,-0.8524003849830912,58.85,4.091841432003982,-0.9659258262890683,-0.25881904510252063,0.0,1.0
453,1,18,576,169,66,2,3,-0.9935525520109589,0.7913770225000384,-0.2067936485059295,-1.226651125845543,633.87,6.453420253524341,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
15,1,42,545,494,25,2,0,0.8053466605675694,0.062283038015191215,-0.2067936485059295,-0.02848159973315281,705.34,6.560096707969994,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
434,1,23,565,546,24,1,3,-1.105983752797117,-0.9527301560715568,-0.2067936485059295,-0.9473937785473466,154.99,5.049791902630777,-0.9659258262890683,-0.25881904510252063,0.0,1.0
396,1,6,288,286,50,1,2,1.6485806664637546,-0.42377961830804023,-0.2067936485059295,-0.11307799983191522,435.27,6.078261317737981,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
352,1,39,671,276,27,2,3,-1.105983752797117,-1.5531604962355485,-0.2067936485059295,-1.2850999206764635,806.97,6.694524929118937,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
90,1,12,677,449,94,1,1,0.5242686586021743,0.648417417699088,-0.2067936485059295,0.31002450835434453,98.03,4.5954228345332115,-1.0,-1.8369701987210297e-16,0.0,1.0
172,0,27,301,291,45,1,2,0.41183745781601633,-0.15215636918623443,6.431744946342571,-0.8440571502761332,353.59,5.8709621924528355,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
146,1,20,368,78,47,0,3,-1.274630553976354,-1.1814655237530776,-0.2067936485059295,1.132802316516208,757.41,6.631224136507891,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
228,1,33,282,58,10,1,1,0.7491310601744904,-1.367313009994313,-0.2067936485059295,0.3733320707850452,189.77,5.251068513947426,-0.8660254037844385,-0.5000000000000004,0.0,1.0
33,0,38,306,92,53,2,0,-0.6000433492594058,0.30531436617680696,-0.2067936485059295,2.491954735778895,471.88,6.158841656516114,-1.0,-1.8369701987210297e-16,0.0,1.0
413,0,9,99,413,25,1,2,1.7610118672499127,-0.38089173686775507,4.772110297630446,-0.10410145874123908,178.88,5.192289961902507,-0.9659258262890683,-0.25881904510252063,0.0,1.0
422,1,9,343,270,77,1,0,-0.7686901504386429,-1.3816089704744081,-0.2067936485059295,-1.0952721011422464,86.07,4.466712392840524,-1.0,-1.8369701987210297e-16,0.0,1.0
425,1,38,438,483,41,2,3,-1.49949295554867,0.40538608953747224,-0.2067936485059295,-1.180189000423052,341.15,5.835249237398506,-0.9659258262890683,-0.25881904510252063,0.0,1.0
10,0,22,229,301,6,1,3,-1.218414953583275,-1.395904930954503,-0.2067936485059295,0.01969840130509174,688.36,6.535763630931512,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
136,0,13,51,52,52,2,3,-1.0497681524040379,-1.2386493656734576,-0.2067936485059295,-1.2637495471654494,355.0,5.87493073085203,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
222,1,34,620,363,42,0,1,-0.3751809476870898,-0.4523715392682303,3.1124756489183207,0.8894716455283664,302.76,5.716237915923547,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
300,1,8,568,588,5,0,0,0.35562185742293734,-0.16645232966632947,-0.2067936485059295,0.2733209420267159,1154.79,7.052539371830329,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
379,1,15,77,459,16,0,3,-1.330846154369433,1.4346952441043153,-0.2067936485059295,-1.1297860170581533,16.53,2.863913698933143,-0.9659258262890683,-0.25881904510252063,0.0,1.0
352,1,31,446,311,57,2,1,-0.15031854611477377,0.21953860329623667,-0.2067936485059295,0.10616395263353195,386.38,5.959406123414093,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
426,0,25,404,316,69,0,3,-0.9373369516178799,-0.33800385542746997,-0.2067936485059295,-0.8805171372254088,297.86,5.699975236313247,-0.9659258262890683,-0.25881904510252063,0.0,1.0
300,1,13,543,415,51,0,0,1.1988558633191224,-0.8240665117507014,-0.2067936485059295,1.7493453110166801,428.61,6.062877820391151,-0.8660254037844385,-0.5000000000000004,0.0,1.0
261,0,41,36,464,20,2,3,-1.274630553976354,0.2910184056967119,-0.2067936485059295,-0.8390958229380989,215.94,5.3796208176120714,-0.8660254037844385,-0.5000000000000004,0.0,1.0
484,1,41,263,131,78,2,0,0.7491310601744904,-1.2529453261535526,-0.2067936485059295,-1.2230846109477624,107.4,4.685828089005546,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
150,1,12,338,287,73,0,0,0.4680530582090954,1.4346952441043153,-0.2067936485059295,-1.0977694307687296,227.22,5.430310076006534,-1.0,-1.8369701987210297e-16,0.0,1.0
362,0,24,570,404,90,2,0,0.8053466605675694,-1.4244968519146932,-0.2067936485059295,0.8256487204129397,28.31,3.377928754722801,-0.9659258262890683,-0.25881904510252063,0.0,1.0
137,0,36,551,394,73,1,2,0.6929154597814113,1.6205427303455509,-0.2067936485059295,-0.24424421307833513,263.92,5.579427893616779,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
79,1,12,678,258,15,2,3,-1.274630553976354,1.9350538609076418,-0.2067936485059295,-1.2631905965919656,287.51,5.6647297473925,-0.8660254037844385,-0.5000000000000004,0.0,1.0
319,1,8,313,354,58,0,2,1.5923650660706756,0.8056729829801335,-0.2067936485059295,0.6094912520754799,150.03,5.01747849257825,-0.8660254037844385,-0.5000000000000004,0.0,1.0
108,1,18,325,481,11,0,3,-1.0497681524040379,-0.6239230650293708,-0.2067936485059295,-1.2179950839369105,73.95,4.316821224548606,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
20,0,34,322,150,46,0,1,0.1869750562437003,0.14805880089576146,-0.2067936485059295,-0.7967899309083487,486.61,6.189515906010436,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
131,0,33,498,402,15,2,3,-1.49949295554867,2.406820556750778,-0.2067936485059295,-0.854951558472158,88.06,4.489310299893557,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
12,1,33,335,370,87,0,1,-0.09410294572169475,1.663430611785836,-0.2067936485059295,-0.6847818767677647,427.69,6.060734046996435,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
267,1,8,519,92,51,0,1,0.018328255064463266,-1.4673847333549783,-0.2067936485059295,-0.3532985467572057,213.42,5.367936708428093,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
427,1,26,394,351,62,2,1,0.8615622609606484,2.392524596270683,-0.2067936485059295,-0.7819008209073329,165.8,5.116795489924646,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
380,1,39,495,442,53,0,2,0.6929154597814113,0.4625699314578524,-0.2067936485059295,-0.8515568311359526,220.52,5.400512878862706,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
116,1,5,560,234,57,1,2,0.4680530582090954,-0.15215636918623443,-0.2067936485059295,-0.6827255540157732,692.55,6.541823335209299,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
170,1,1,55,241,47,2,2,1.1988558633191224,-0.12356444822604433,-0.2067936485059295,0.6572687061410778,1143.67,7.042871664840983,-0.8660254037844385,-0.5000000000000004,0.0,1.0
409,1,15,610,490,84,2,3,-1.274630553976354,1.6348386908256458,-0.2067936485059295,-0.9028520842236607,36.12,3.6141559079179997,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
154,1,15,302,329,72,0,1,0.1307594558506213,0.5054578128981375,-0.2067936485059295,-0.767532201577956,1271.9,7.149053040876389,-0.8660254037844385,-0.5000000000000004,0.0,1.0
81,0,11,263,42,11,0,1,-0.6562589496524849,-1.3101291680739329,-0.2067936485059295,-0.5389496209510313,2.03,1.1085626195212777,-0.8660254037844385,-0.5000000000000004,0.0,1.0
59,1,3,490,524,40,0,1,-0.8811213512248008,-0.7668826698303213,-0.2067936485059295,-0.2836425365285861,155.53,5.053247684900132,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
118,0,6,438,264,52,1,2,1.8172274676429916,-0.38089173686775507,-0.2067936485059295,0.32556230869981656,730.1,6.59455024929927,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
324,1,22,499,357,32,1,1,0.2431906566367793,1.1630719949825095,-0.2067936485059295,-0.014223232122398906,139.72,4.946772100429302,-0.9659258262890683,-0.25881904510252063,0.0,1.0
311,1,37,494,151,65,2,1,-0.6000433492594058,-0.3094119344672799,-0.2067936485059295,0.007563020276194329,207.65,5.340658207037562,-0.8660254037844385,-0.5000000000000004,0.0,1.0
400,0,24,272,217,13,0,2,1.0302090621398854,0.24813052425642676,-0.2067936485059295,-0.7880518412091131,362.68,5.896274360104233,-1.0,-1.8369701987210297e-16,0.0,1.0
419,0,3,5,227,79,0,1,-0.2627497469009318,0.23383456377633172,-0.2067936485059295,0.15317477265568172,262.22,5.572990184406177,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
360,1,4,137,525,3,2,3,-0.9935525520109589,-1.2672412866336478,-0.2067936485059295,-0.9765079242441838,139.45,4.944851553550253,-0.8660254037844385,-0.5000000000000004,0.0,1.0
306,1,18,465,90,8,0,1,0.4680530582090954,-0.9241382351113667,4.772110297630446,-0.5600769270313429,223.85,5.415433513216716,-0.8660254037844385,-0.5000000000000004,0.0,1.0
184,0,13,559,423,3,2,2,0.8053466605675694,2.4783003591512536,-0.2067936485059295,0.7272605995124789,257.6,5.555282466337757,-0.8660254037844385,-0.5000000000000004,0.0,1.0
87,1,33,358,189,23,1,1,0.018328255064463266,-0.8097705512706064,-0.2067936485059295,-0.18795686473111667,130.4,4.8782461060505105,-0.8660254037844385,-0.5000000000000004,0.0,1.0
98,1,6,333,42,74,0,2,1.3112870641052805,-0.9241382351113667,1.4528410002061958,0.5413428699991932,71.29,4.280685807012206,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
93,1,13,79,82,69,0,0,1.0302090621398854,-0.8383624722307964,-0.2067936485059295,0.790657901714152,364.13,5.9002534545545755,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
257,1,23,341,526,0,0,3,-0.9935525520109589,-1.2529453261535526,-0.2067936485059295,-0.9431862652854788,26.1,3.299533727885655,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
371,1,26,268,521,76,1,2,1.7047962668568335,-1.1528736027928874,-0.2067936485059295,0.08038299842994802,308.42,5.734699577290923,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
340,1,32,531,234,44,2,0,-0.03788734532861574,-1.2243534051933627,-0.2067936485059295,0.09903605082488333,390.77,5.970674932900425,-0.8660254037844385,-0.5000000000000004,0.0,1.0
167,1,5,117,8,78,2,1,0.41183745781601633,0.2624264847365218,4.772110297630446,-0.12711586400542324,136.48,4.923478451981633,-0.8660254037844385,-0.5000000000000004,0.0,1.0
470,0,17,154,224,90,2,2,1.7047962668568335,1.1201841135422244,-0.2067936485059295,-0.02164855717198416,188.13,5.242434609300363,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
444,1,42,613,221,12,1,1,-0.6562589496524849,-0.6096271045492758,-0.2067936485059295,0.02965182390263653,265.37,5.5848863197123455,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
96,0,41,619,273,85,2,0,0.9177778613537274,-0.8383624722307964,-0.2067936485059295,1.3696691600005946,1173.74,7.068802125497236,-0.8660254037844385,-0.5000000000000004,0.0,1.0
9,1,10,302,370,68,1,3,-1.105983752797117,2.1351973076289723,-0.2067936485059295,-1.2534781893793174,281.91,5.645128825862358,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
486,0,28,436,240,20,2,1,-0.6562589496524849,-0.9241382351113667,-0.2067936485059295,1.228390556562336,180.36,5.200484006199273,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
231,1,2,588,480,36,2,2,1.2550714637122016,0.34820224761709206,-0.2067936485059295,0.6161781470096368,107.47,4.686473637052126,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
381,1,31,470,104,29,0,1,0.1869750562437003,-1.052801879432222,-0.2067936485059295,-0.6735874813373471,254.21,5.542086735655903,-0.8660254037844385,-0.5000000000000004,0.0,1.0
142,1,28,206,23,39,1,1,0.018328255064463266,0.5054578128981375,-0.2067936485059295,-0.5361676880508932,335.48,5.81853871195439,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
200,1,38,433,517,73,0,2,1.7047962668568335,0.24813052425642676,-0.2067936485059295,-0.0611366203932074,649.28,6.477403039366023,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
109,1,15,236,317,27,2,1,-0.20653414650785276,-0.23793213206680466,-0.2067936485059295,0.5328355397110288,81.35,4.410978456623649,-0.9659258262890683,-0.25881904510252063,0.0,1.0
343,1,19,278,348,69,2,1,0.07454385545754227,-1.5388645357554536,-0.2067936485059295,-0.791090173454886,46.96,3.8703673301593136,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
368,0,11,516,485,13,2,3,-1.162199353190196,0.8199689434602284,-0.2067936485059295,-1.11511997448784,57.49,4.068855799454934,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
400,1,28,37,449,39,2,2,0.5804842589952534,1.3775114021839352,-0.2067936485059295,-1.0499330048536357,335.63,5.818984404344884,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
243,1,37,560,449,13,2,0,-0.8811213512248008,2.2066771100294478,-0.2067936485059295,0.12448368587914214,414.77,6.030132222748821,-0.9659258262890683,-0.25881904510252063,0.0,1.0
441,1,15,438,372,62,2,0,1.3112870641052805,0.10517091945547634,-0.2067936485059295,0.46083091147639405,72.82,4.301629697601852,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
65,1,11,214,567,72,1,0,1.3112870641052805,-1.4244968519146932,-0.2067936485059295,1.6961347548170795,456.05,6.124792794099828,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
306,1,1,108,247,81,1,1,0.7491310601744904,1.663430611785836,-0.2067936485059295,0.09421574312694811,64.92,4.188441885601216,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
77,0,4,244,56,26,2,0,-0.7686901504386429,-0.29511597398718487,-0.2067936485059295,1.0792892090887583,57.07,4.061649179383958,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
271,1,11,191,190,37,0,1,-0.09410294572169475,-1.1814655237530776,-0.2067936485059295,0.543527392424002,340.05,5.8320290941007285,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
41,1,14,380,341,88,1,1,-0.9935525520109589,-1.1099857213526023,-0.2067936485059295,0.8846180059154987,309.42,5.737926219223039,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
190,1,5,99,288,37,0,2,1.3675026644983594,-1.4673847333549783,-0.2067936485059295,0.21251070922249862,332.0,5.808142489980444,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
475,1,4,197,528,13,0,3,-1.274630553976354,1.2059598764227946,-0.2067936485059295,-0.992961070253572,659.15,6.49246708192521,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
61,1,17,669,75,9,2,2,0.4680530582090954,-0.5238513416687055,-0.2067936485059295,-0.13542833079090508,523.02,6.261529851531596,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
29,0,41,570,342,5,1,1,-0.9373369516178799,1.0487043111417491,-0.2067936485059295,0.5565037633065819,456.93,6.126716334005255,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
486,1,42,300,343,34,2,0,0.9739934617468065,-0.29511597398718487,-0.2067936485059295,0.9118142845069875,28.53,3.3854066957558313,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
155,0,38,499,91,4,1,2,1.0302090621398854,-0.9527301560715568,-0.2067936485059295,-0.09714790848762198,299.42,5.705181495569908,-0.9659258262890683,-0.25881904510252063,0.0,1.0
338,1,15,103,165,79,1,2,0.9739934617468065,0.34820224761709206,-0.2067936485059295,-0.3928404538410123,205.65,5.331026540957741,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
1,1,9,277,511,86,1,2,1.9296586684291497,1.5347669674649806,1.4528410002061958,-0.2408315377879352,263.99,5.5796920894251505,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
365,1,17,427,220,96,1,1,-0.6000433492594058,-0.40948365782794516,-0.2067936485059295,-0.9600291383002322,194.99,5.278063637520769,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
448,1,19,528,526,58,0,1,0.2431906566367793,-1.1671695632729824,-0.2067936485059295,-1.216490019778034,159.0,5.075173815233827,-1.0,-1.8369701987210297e-16,0.0,1.0
150,0,10,652,203,9,2,0,1.3112870641052805,-0.8097705512706064,-0.2067936485059295,0.7027154901548549,29.92,3.4314032237192214,-0.8660254037844385,-0.5000000000000004,0.0,1.0
458,0,19,361,214,90,2,2,0.41183745781601633,-0.5095553811886104,-0.2067936485059295,0.5842846324061177,7.76,2.1701959049483,-0.9659258262890683,-0.25881904510252063,0.0,1.0
257,1,15,10,163,75,2,2,1.2550714637122016,-0.20934021110661458,-0.2067936485059295,-0.5616358350528028,7.38,2.1258479144939915,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
157,0,22,581,428,61,1,1,0.35562185742293734,-0.9098422746312717,-0.2067936485059295,1.1302255030925779,230.51,5.444623069137621,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
53,1,36,427,428,35,1,3,-0.9373369516178799,0.319610326656902,-0.2067936485059295,-1.0757037030833945,169.5,5.1387352967235715,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
225,1,30,6,337,72,2,2,0.41183745781601633,1.36321544170384,-0.2067936485059295,-0.07025161713052612,203.99,5.322961197460796,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
93,0,14,572,93,25,2,0,-0.2627497469009318,0.9915204692213689,-0.2067936485059295,1.2257932311910553,68.19,4.23685634351072,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
385,1,35,627,109,47,0,1,-0.6562589496524849,0.3624982080971871,-0.2067936485059295,0.699951505208911,142.58,4.9668923711483375,-0.8660254037844385,-0.5000000000000004,0.0,1.0
296,0,27,526,346,35,0,3,-0.9373369516178799,0.34820224761709206,-0.2067936485059295,-1.1608590537556407,94.64,4.560591142590124,-1.0,-1.8369701987210297e-16,0.0,1.0
241,1,30,221,350,56,1,0,0.018328255064463266,-0.08067656678575921,-0.2067936485059295,0.00362472632724289,169.28,5.137444140959952,-1.0,-1.8369701987210297e-16,0.0,1.0
73,1,37,126,503,89,1,3,-1.387061754762512,0.7484891410597533,-0.2067936485059295,-0.9754592509205373,73.23,4.307168381129456,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
100,1,25,376,237,26,1,2,1.4799338652845175,0.5340497338583277,-0.2067936485059295,-0.7888261672329303,192.73,5.266465437098854,-0.8660254037844385,-0.5000000000000004,0.0,1.0
32,1,4,65,562,82,2,0,-0.8811213512248008,-0.681106906949751,-0.2067936485059295,-0.9765592041133109,72.47,4.296877159632186,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
28,0,10,507,534,32,2,0,1.0864246625329645,-0.6382190255094659,-0.2067936485059295,2.3781416302450418,101.19,4.626833825624118,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
494,1,38,213,8,25,2,0,0.8053466605675694,0.648417417699088,-0.2067936485059295,2.4968468352936077,134.55,4.909340575944674,-0.8660254037844385,-0.5000000000000004,0.0,1.0
325,1,40,276,252,58,1,0,0.41183745781601633,-0.6239230650293708,-0.2067936485059295,-1.2618034761320809,36.25,3.6176519448255684,-1.0,-1.8369701987210297e-16,0.0,1.0
